"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0V760","2019-07-12 07:00:00","30.000","111.000","1.900","27.600","0.830","1008.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.600",""
"C0AG90","2019-07-12 07:00:00","25.000","104.000","0.300","28.900","0.770","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","26.900",""
"C0R570","2019-07-12 07:00:00","37.000","2.000","0.900","26.500","0.810","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.300",""
"C0O900","2019-07-12 07:00:00","9.000","136.000","1.800","26.500","0.990","1010.000","-99.000","7.500","-99.000","-99.000","-99.000","26.500","","25.000",""
"C0AD00","2019-07-12 07:00:00","86.000","205.000","3.100","29.200","0.810","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.100",""
"C0V700","2019-07-12 07:00:00","24.000","77.000","1.200","28.600","0.720","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","26.800",""
"C0AH00","2019-07-12 07:00:00","38.000","0.000","0.200","29.300","0.850","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.700",""
"C0X080","2019-07-12 07:00:00","2.000","151.000","2.100","27.100","0.910","1010.300","-99.000","7.000","-99.000","-99.000","-99.000","27.100","","24.700",""
"CM0150","2019-07-12 07:00:00","11.000","2.000","0.900","27.800","0.740","1008.400","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","24.900",""
"C0I480","2019-07-12 07:00:00","2165.000","0.000","0.000","16.500","0.890","791.100","-99.000","0.000","-99.000","-99.000","-99.000","17.000","","13.200",""
"C0A860","2019-07-12 07:00:00","362.000","215.000","5.400","27.900","0.690","969.100","-99.000","0.000","12.100","214.000","","27.900","","23.400",""
"C0U940","2019-07-12 07:00:00","25.000","266.000","1.300","26.700","0.810","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","24.700",""
"C0S970","2019-07-12 07:00:00","19.000","15.000","1.500","28.000","0.780","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","25.100",""
"C0V260","2019-07-12 07:00:00","126.000","62.000","1.900","26.900","0.800","997.100","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.200",""
"C0H990","2019-07-12 07:00:00","3076.000","233.000","3.500","9.700","0.990","709.200","-99.000","0.000","-99.000","-99.000","-99.000","10.200","","8.600",""
"C0F9K0","2019-07-12 07:00:00","30.000","182.000","2.800","28.600","0.730","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","28.600","","27.200",""
"C0AH90","2019-07-12 07:00:00","660.000","0.000","0.000","21.800","0.990","940.300","-99.000","0.000","-99.000","-99.000","-99.000","21.800","","19.200",""
"C0W150","2019-07-12 07:00:00","42.000","227.000","1.400","27.000","0.960","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.500",""
"C0F000","2019-07-12 07:00:00","273.000","161.000","0.400","26.100","0.990","978.800","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.600",""
"C0K410","2019-07-12 07:00:00","20.000","184.000","0.800","26.300","0.920","1007.400","-99.000","4.500","-99.000","-99.000","-99.000","27.000","","25.000",""
"C0R140","2019-07-12 07:00:00","740.000","0.000","0.000","23.100","0.800","933.100","-99.000","0.000","-99.000","-99.000","-99.000","23.100","","21.600",""
"C0V800","2019-07-12 07:00:00","256.000","90.000","0.300","25.800","0.810","980.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","23.000",""
"C0S830","2019-07-12 07:00:00","288.000","55.000","0.700","28.900","0.760","978.800","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.000",""
"C0S920","2019-07-12 07:00:00","98.000","0.000","0.000","26.900","0.740","993.900","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","23.500",""
"C0V640","2019-07-12 07:00:00","35.000","103.000","1.500","27.800","0.860","1007.000","-99.000","1.500","-99.000","-99.000","-99.000","27.800","","25.600",""
"C0AH80","2019-07-12 07:00:00","68.000","59.000","0.500","26.000","0.930","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","24.100",""
"C0K250","2019-07-12 07:00:00","12.000","188.000","1.500","27.300","0.880","1009.300","-99.000","0.500","-99.000","-99.000","-99.000","27.300","","24.800",""
"C0I410","2019-07-12 07:00:00","180.000","155.000","2.100","27.000","0.750","990.400","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.800",""
"C0M410","2019-07-12 07:00:00","245.000","0.000","0.100","24.200","1.000","980.200","-99.000","0.000","-99.000","-99.000","-99.000","24.200","","23.000",""
"C0F9Z0","2019-07-12 07:00:00","3193.000","207.000","1.600","11.300","0.850","699.100","-99.000","0.000","-99.000","-99.000","-99.000","11.700","","8.600",""
"C0G810","2019-07-12 07:00:00","26.000","126.000","1.300","28.100","-99.000","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.100",""
"C0U650","2019-07-12 07:00:00","442.000","83.000","0.800","27.400","0.730","961.800","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","24.300",""
"C0D660","2019-07-12 07:00:00","65.000","215.000","2.300","29.000","0.700","1002.100","-99.000","0.000","-99.000","-99.000","-99.000","29.000","","27.100",""
"C0E540","2019-07-12 07:00:00","32.000","220.000","2.800","28.900","0.740","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","27.000",""
"C0W170","2019-07-12 07:00:00","42.000","194.000","2.300","25.700","0.940","1003.000","-99.000","0.000","7.700","228.000","","25.700","","25.100",""
"C0Z150","2019-07-12 07:00:00","27.000","220.000","2.500","26.400","0.920","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.200",""
"C0S840","2019-07-12 07:00:00","22.000","185.000","1.600","29.900","0.740","1008.900","-99.000","0.000","7.000","222.000","","29.900","","24.700",""
"C0H9A0","2019-07-12 07:00:00","1595.000","138.000","0.600","22.900","0.690","847.100","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","16.200",""
"C0Z300","2019-07-12 07:00:00","182.000","0.000","0.000","26.500","0.890","991.100","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","25.500",""
"C0G730","2019-07-12 07:00:00","27.000","177.000","1.600","27.200","0.950","1008.300","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.700",""
"C0V730","2019-07-12 07:00:00","33.000","30.000","1.500","26.700","0.950","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","25.200",""
"C0SA00","2019-07-12 07:00:00","466.000","114.000","1.900","25.000","0.860","957.700","-99.000","0.000","-99.000","-99.000","-99.000","25.200","","21.200",""
"C0S900","2019-07-12 07:00:00","27.000","226.000","3.000","28.800","0.800","1008.800","-99.000","0.000","8.600","211.000","","29.000","","28.400",""
"C0C480","2019-07-12 07:00:00","105.000","0.000","0.000","28.800","0.690","997.700","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.000",""
"C0V720","2019-07-12 07:00:00","15.000","53.000","1.100","27.000","0.940","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","25.500",""
"C0UA60","2019-07-12 07:00:00","566.000","206.000","0.700","27.500","0.760","948.100","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","22.200",""
"C0A980","2019-07-12 07:00:00","11.000","84.000","1.100","29.300","0.750","1009.000","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","26.400",""
"C0C670","2019-07-12 07:00:00","250.000","160.000","0.600","28.500","0.680","982.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.000",""
"C0K550","2019-07-12 07:00:00","15.000","192.000","0.900","26.500","0.910","1009.200","-99.000","7.000","-99.000","-99.000","-99.000","26.500","","24.600",""
"C0R350","2019-07-12 07:00:00","35.000","277.000","2.300","28.500","-99.000","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","26.600",""
"C0T9F0","2019-07-12 07:00:00","251.000","145.000","0.300","25.600","0.850","982.900","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.800",""
"C0D390","2019-07-12 07:00:00","146.000","0.000","0.000","25.500","0.910","991.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.000",""
"C0E430","2019-07-12 07:00:00","258.000","0.000","0.000","24.200","0.900","984.100","-99.000","0.000","-99.000","-99.000","-99.000","24.400","","23.100",""
"C0O990","2019-07-12 07:00:00","18.000","134.000","0.400","26.300","0.990","1008.500","-99.000","15.500","-99.000","-99.000","-99.000","26.300","","24.500",""
"CM0010","2019-07-12 07:00:00","68.000","195.000","0.300","27.700","-99.000","1002.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.600",""
"C0K500","2019-07-12 07:00:00","12.000","209.000","1.500","26.600","0.900","1008.200","-99.000","2.500","-99.000","-99.000","-99.000","27.200","","25.200",""
"C0X260","2019-07-12 07:00:00","39.000","200.000","1.600","26.900","0.880","1006.700","-99.000","6.000","-99.000","-99.000","-99.000","27.000","","24.900",""
"C0ACA0","2019-07-12 07:00:00","25.000","74.000","1.400","28.800","0.750","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.100",""
"C0X180","2019-07-12 07:00:00","62.000","98.000","2.500","26.100","0.990","1003.300","-99.000","3.000","-99.000","-99.000","-99.000","26.100","","24.800",""
"C0F930","2019-07-12 07:00:00","100.000","153.000","1.000","29.200","0.880","999.100","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.700",""
"C0I010","2019-07-12 07:00:00","1562.000","95.000","1.300","19.000","0.790","849.800","-99.000","0.000","-99.000","-99.000","-99.000","19.100","","17.200",""
"C0R190","2019-07-12 07:00:00","32.000","80.000","0.500","25.700","0.990","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","23.700",""
"C0E420","2019-07-12 07:00:00","19.000","0.000","0.200","29.800","0.670","1005.400","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.700",""
"C0W160","2019-07-12 07:00:00","49.000","216.000","6.000","26.500","0.970","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","26.200",""
"C0I460","2019-07-12 07:00:00","110.000","176.000","1.800","27.400","0.830","998.700","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","26.000",""
"C0A9F0","2019-07-12 07:00:00","35.000","250.000","0.400","28.700","0.890","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.300",""
"C0F9A0","2019-07-12 07:00:00","425.000","143.000","0.400","27.500","0.750","963.000","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","23.800",""
"C0O950","2019-07-12 07:00:00","4.000","150.000","0.600","26.700","0.930","1009.400","-99.000","27.000","-99.000","-99.000","-99.000","27.100","","25.400",""
"C0M760","2019-07-12 07:00:00","40.000","147.000","0.600","27.100","0.920","1006.200","-99.000","16.000","-99.000","-99.000","-99.000","27.600","","24.700",""
"C0AH70","2019-07-12 07:00:00","34.000","209.000","0.500","28.700","0.690","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.200",""
"C0V250","2019-07-12 07:00:00","298.000","26.000","1.500","24.600","0.880","978.600","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.300",""
"C0U980","2019-07-12 07:00:00","573.000","333.000","0.600","24.900","0.920","948.000","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","21.500",""
"C0S740","2019-07-12 07:00:00","289.000","51.000","1.200","26.400","0.870","978.300","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.100",""
"C0A940","2019-07-12 07:00:00","49.000","28.000","0.500","26.800","0.970","1004.400","-99.000","0.000","-99.000","-99.000","-99.000","26.800","","24.600",""
"C0A920","2019-07-12 07:00:00","196.000","231.000","3.900","28.500","0.750","987.300","-99.000","0.000","9.300","242.000","","28.500","","25.600",""
"C0T870","2019-07-12 07:00:00","135.000","39.000","0.700","23.900","0.990","994.900","-99.000","0.000","-99.000","-99.000","-99.000","24.600","","22.300",""
"C0O930","2019-07-12 07:00:00","69.000","54.000","1.200","25.700","0.970","1003.500","-99.000","0.500","-99.000","-99.000","-99.000","25.700","","24.400",""
"C0C460","2019-07-12 07:00:00","482.000","0.000","0.000","24.400","0.820","957.400","-99.000","0.000","-99.000","-99.000","-99.000","24.500","","22.200",""
"C0E520","2019-07-12 07:00:00","320.000","184.000","0.600","25.300","0.870","975.200","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","23.500",""
"C0T9D0","2019-07-12 07:00:00","7.000","0.000","0.000","26.100","0.990","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","26.100","","24.200",""
"C0I390","2019-07-12 07:00:00","1184.000","101.000","1.700","19.900","0.850","886.900","-99.000","0.000","-99.000","-99.000","-99.000","20.300","","18.100",""
"C0B020","2019-07-12 07:00:00","86.000","128.000","2.600","27.300","0.990","998.400","-99.000","0.500","-99.000","-99.000","-99.000","27.400","","25.700",""
"CM0170","2019-07-12 07:00:00","106.000","87.000","3.100","26.500","0.800","999.600","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.500",""
"C0F860","2019-07-12 07:00:00","2215.000","209.000","1.000","16.200","0.950","783.500","-99.000","0.000","-99.000","-99.000","-99.000","16.200","","14.400",""
"C0U890","2019-07-12 07:00:00","116.000","280.000","1.700","27.000","0.860","998.400","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.900",""
"C0G800","2019-07-12 07:00:00","15.000","189.000","1.500","27.100","0.900","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.900",""
"C0F850","2019-07-12 07:00:00","379.000","199.000","2.000","26.500","0.710","967.700","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","24.100",""
"C0AH50","2019-07-12 07:00:00","275.000","225.000","1.500","28.100","0.940","979.000","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.300",""
"C0Z160","2019-07-12 07:00:00","124.000","0.000","0.200","26.700","0.810","997.500","-99.000","0.000","-99.000","-99.000","-99.000","26.700","","18.900",""
"C0R540","2019-07-12 07:00:00","17.000","47.000","1.200","28.500","0.850","1009.100","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.800",""
"C0K480","2019-07-12 07:00:00","56.000","0.000","0.000","27.800","0.830","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.500",""
"C0H890","2019-07-12 07:00:00","440.000","0.000","0.000","25.400","0.830","962.100","-99.000","0.000","-99.000","-99.000","-99.000","25.400","","22.800",""
"C0S770","2019-07-12 07:00:00","375.000","120.000","0.700","25.500","0.920","968.000","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","22.100",""
"C0X230","2019-07-12 07:00:00","29.000","154.000","1.900","27.100","0.850","1008.700","-99.000","11.000","-99.000","-99.000","-99.000","27.100","","24.400",""
"C0B010","2019-07-12 07:00:00","38.000","226.000","1.300","28.400","0.840","1003.100","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.600",""
"C0R490","2019-07-12 07:00:00","49.000","25.000","1.600","26.200","0.900","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.800",""
"C0V440","2019-07-12 07:00:00","27.000","111.000","0.900","26.900","0.790","1007.300","-99.000","0.000","-99.000","-99.000","-99.000","26.900","","24.500",""
"C0SA40","2019-07-12 07:00:00","200.000","346.000","0.500","27.000","0.790","987.600","-99.000","0.000","-99.000","-99.000","-99.000","27.000","","24.000",""
"C0Z280","2019-07-12 07:00:00","224.000","281.000","0.400","25.600","0.990","985.900","-99.000","0.000","-99.000","-99.000","-99.000","25.600","","23.900",""
"C0Z070","2019-07-12 07:00:00","247.000","0.000","0.000","24.800","0.990","982.400","-99.000","0.000","-99.000","-99.000","-99.000","24.900","","23.900",""
"C0T9N0","2019-07-12 07:00:00","261.000","74.000","1.500","26.300","0.820","981.000","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.100",""
"C0K470","2019-07-12 07:00:00","97.000","77.000","0.300","28.400","0.760","999.700","-99.000","0.500","-99.000","-99.000","-99.000","28.400","","24.400",""
"C0V650","2019-07-12 07:00:00","28.000","125.000","2.800","27.300","0.870","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","25.400",""
"C0H9C0","2019-07-12 07:00:00","3402.000","230.000","0.700","9.400","1.000","680.000","-99.000","0.000","-99.000","-99.000","-99.000","9.600","","7.800",""
"C0U780","2019-07-12 07:00:00","15.000","297.000","0.900","27.500","0.730","1008.700","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.700",""
"C0U760","2019-07-12 07:00:00","22.000","0.000","0.000","26.600","0.990","1008.800","-99.000","0.000","-99.000","-99.000","-99.000","26.600","","24.300",""
"C0X290","2019-07-12 07:00:00","10.000","155.000","1.800","26.700","0.910","1009.500","-99.000","11.000","-99.000","-99.000","-99.000","26.700","","24.600",""
"C0R420","2019-07-12 07:00:00","504.000","64.000","1.100","22.900","-99.000","950.000","-99.000","0.500","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0E830","2019-07-12 07:00:00","37.000","190.000","2.300","29.200","0.710","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","27.800",""
"C0K330","2019-07-12 07:00:00","38.000","153.000","0.600","26.800","0.870","1006.000","-99.000","1.000","-99.000","-99.000","-99.000","27.100","","25.200",""
"C0M660","2019-07-12 07:00:00","40.000","159.000","0.900","26.800","0.900","1006.600","-99.000","0.500","-99.000","-99.000","-99.000","27.200","","25.400",""
"C0D580","2019-07-12 07:00:00","120.000","0.000","0.000","26.300","0.860","995.800","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","23.500",""
"C0R640","2019-07-12 07:00:00","21.000","51.000","1.800","26.300","0.920","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","25.300",""
"C0E810","2019-07-12 07:00:00","53.000","197.000","1.900","28.100","0.800","1004.200","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.500",""
"C0G830","2019-07-12 07:00:00","27.000","151.000","2.000","27.100","0.990","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.700",""
"C0G750","2019-07-12 07:00:00","31.000","181.000","1.400","27.000","0.870","1008.100","-99.000","0.000","-99.000","-99.000","-99.000","27.400","","25.500",""
"C0Z270","2019-07-12 07:00:00","343.000","240.000","2.700","25.900","0.780","972.600","-99.000","0.000","-99.000","-99.000","-99.000","25.900","","23.800",""
"C0UA30","2019-07-12 07:00:00","1397.000","97.000","1.100","22.600","0.840","861.900","-99.000","0.000","-99.000","-99.000","-99.000","22.600","","19.300",""
"C0I080","2019-07-12 07:00:00","536.000","126.000","0.500","24.300","0.750","954.900","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","22.100",""
"C0UA00","2019-07-12 07:00:00","392.000","305.000","1.000","25.300","0.990","968.200","-99.000","0.000","-99.000","-99.000","-99.000","25.300","","22.200",""
"C0AD40","2019-07-12 07:00:00","32.000","0.000","0.100","27.600","0.860","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","25.200",""
"C0S660","2019-07-12 07:00:00","794.000","62.000","0.400","23.400","0.700","924.500","-99.000","0.000","-99.000","-99.000","-99.000","23.400","","19.200",""
"C0M640","2019-07-12 07:00:00","155.000","0.000","0.000","28.400","0.830","993.000","-99.000","1.000","-99.000","-99.000","-99.000","28.400","","24.500",""
"C0UA10","2019-07-12 07:00:00","1711.000","0.000","0.200","17.500","1.000","833.400","-99.000","0.000","-99.000","-99.000","-99.000","17.500","","15.600",""
"C0V770","2019-07-12 07:00:00","26.000","0.000","0.200","28.500","0.990","1008.000","-99.000","0.000","-99.000","-99.000","-99.000","28.500","","25.400",""
"C0E730","2019-07-12 07:00:00","26.000","197.000","0.900","30.000","0.650","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","28.100",""
"C0V810","2019-07-12 07:00:00","32.000","89.000","0.900","28.000","0.820","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","26.000",""
"C0A9C0","2019-07-12 07:00:00","35.000","102.000","0.700","28.800","0.790","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","26.000",""
"C0X310","2019-07-12 07:00:00","9.000","132.000","1.600","27.200","0.890","1010.400","-99.000","6.000","-99.000","-99.000","-99.000","27.200","","24.400",""
"C0K280","2019-07-12 07:00:00","23.000","212.000","1.100","26.500","0.930","1010.200","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","24.400",""
"C0M650","2019-07-12 07:00:00","20.000","169.000","2.400","27.000","0.850","1008.700","-99.000","4.000","-99.000","-99.000","-99.000","27.000","","24.800",""
"C0S910","2019-07-12 07:00:00","212.000","284.000","7.800","26.900","0.910","986.800","-99.000","0.000","14.900","300.000","","26.900","","26.200",""
"C0D570","2019-07-12 07:00:00","15.000","209.000","1.200","29.500","0.730","1007.800","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","26.800",""
"C0M710","2019-07-12 07:00:00","15.000","167.000","1.900","27.400","0.840","1009.200","-99.000","4.500","-99.000","-99.000","-99.000","27.400","","25.200",""
"C0V490","2019-07-12 07:00:00","20.000","0.000","0.000","27.900","0.980","-99.000","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0E870","2019-07-12 07:00:00","34.000","217.000","2.100","29.800","0.650","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","27.900",""
"C0M800","2019-07-12 07:00:00","440.000","57.000","1.300","23.800","0.960","963.100","-99.000","0.000","-99.000","-99.000","-99.000","23.800","","22.100",""
"C0A570","2019-07-12 07:00:00","360.000","0.000","0.100","25.800","0.920","970.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","22.100",""
"C0S790","2019-07-12 07:00:00","236.000","73.000","0.800","28.000","0.780","984.700","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","24.100",""
"C0D590","2019-07-12 07:00:00","143.000","231.000","3.100","28.100","0.770","994.200","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","26.800",""
"C0U990","2019-07-12 07:00:00","31.000","314.000","0.300","27.700","0.790","1007.700","-99.000","0.000","-99.000","-99.000","-99.000","27.700","","25.300",""
"C0M700","2019-07-12 07:00:00","150.000","87.000","1.600","26.900","0.850","994.500","-99.000","0.500","-99.000","-99.000","-99.000","26.900","","24.300",""
"C0A970","2019-07-12 07:00:00","96.000","230.000","2.000","27.500","0.870","1000.300","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","25.700",""
"CM0110","2019-07-12 07:00:00","7.000","196.000","0.600","27.300","0.800","1009.900","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","26.500",""
"C0S940","2019-07-12 07:00:00","150.000","26.000","1.200","28.900","0.830","992.500","-99.000","0.000","-99.000","-99.000","-99.000","28.900","","25.500",""
"C0X250","2019-07-12 07:00:00","33.000","0.000","0.000","27.500","0.860","1006.900","-99.000","8.000","-99.000","-99.000","-99.000","27.500","","24.800",""
"C0K520","2019-07-12 07:00:00","10.000","193.000","1.700","26.400","0.900","1008.600","-99.000","2.000","-99.000","-99.000","-99.000","26.600","","24.800",""
"C0Z200","2019-07-12 07:00:00","153.000","149.000","1.200","25.800","0.990","993.900","-99.000","0.000","-99.000","-99.000","-99.000","25.800","","23.400",""
"C0V740","2019-07-12 07:00:00","60.000","5.000","1.800","25.700","0.920","1005.300","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.500",""
"C0V790","2019-07-12 07:00:00","410.000","33.000","2.200","26.000","0.780","965.000","-99.000","0.000","-99.000","-99.000","-99.000","26.000","","22.000",""
"C0G860","2019-07-12 07:00:00","45.000","148.000","1.200","28.700","0.760","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","26.700",""
"C0Z250","2019-07-12 07:00:00","1124.000","2.000","0.600","22.900","0.860","889.800","-99.000","0.000","-99.000","-99.000","-99.000","22.900","","19.300",""
"C0K440","2019-07-12 07:00:00","35.000","161.000","2.100","26.800","0.880","1006.900","-99.000","0.500","-99.000","-99.000","-99.000","27.200","","25.400",""
"C0T900","2019-07-12 07:00:00","160.000","0.000","0.100","27.300","0.690","990.800","-99.000","0.000","-99.000","-99.000","-99.000","27.300","","24.200",""
"C0F9V0","2019-07-12 07:00:00","525.000","164.000","2.000","26.400","0.760","954.200","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.200",""
"C0UA20","2019-07-12 07:00:00","2619.000","212.000","6.300","11.800","0.990","740.100","-99.000","0.000","-99.000","-99.000","-99.000","11.800","","10.800",""
"C0M850","2019-07-12 07:00:00","695.000","0.000","0.000","23.000","0.960","934.200","-99.000","0.000","-99.000","-99.000","-99.000","23.000","","20.900",""
"C0G790","2019-07-12 07:00:00","27.000","0.000","0.100","28.300","0.850","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","28.300","","26.600",""
"C0C620","2019-07-12 07:00:00","19.000","187.000","2.400","29.300","0.730","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","29.300","","25.800",""
"C0I360","2019-07-12 07:00:00","300.000","33.000","2.900","25.400","0.840","976.800","-99.000","0.000","-99.000","-99.000","-99.000","25.700","","24.300",""
"C0R370","2019-07-12 07:00:00","55.000","302.000","0.300","26.400","-99.000","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","24.600",""
"C0M810","2019-07-12 07:00:00","1354.000","341.000","0.300","21.100","0.770","866.900","-99.000","0.000","-99.000","-99.000","-99.000","21.100","","18.300",""
"C0AC80","2019-07-12 07:00:00","40.000","118.000","0.500","27.600","0.820","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","24.800",""
"CM0140","2019-07-12 07:00:00","26.000","86.000","0.900","28.800","0.760","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","27.000",""
"C0SA20","2019-07-12 07:00:00","857.000","230.000","0.400","26.500","0.660","916.400","-99.000","0.000","-99.000","-99.000","-99.000","26.500","","21.400",""
"C0K490","2019-07-12 07:00:00","91.000","0.000","0.000","28.800","0.710","1000.200","-99.000","1.000","-99.000","-99.000","-99.000","28.800","","24.800",""
"C0V820","2019-07-12 07:00:00","441.000","0.000","0.200","25.500","0.790","964.300","-99.000","0.000","-99.000","-99.000","-99.000","25.500","","21.600",""
"C0S810","2019-07-12 07:00:00","65.000","359.000","1.300","27.900","0.810","1004.600","-99.000","0.000","-99.000","-99.000","-99.000","27.900","","25.200",""
"C0R580","2019-07-12 07:00:00","10.000","42.000","0.300","26.200","1.000","1009.800","-99.000","0.000","-99.000","-99.000","-99.000","26.200","","24.500",""
"C0Z330","2019-07-12 07:00:00","488.000","0.000","0.100","24.300","0.990","957.600","-99.000","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0E590","2019-07-12 07:00:00","40.000","209.000","2.900","28.500","0.820","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","28.700","","27.400",""
"C0D540","2019-07-12 07:00:00","227.000","0.000","0.000","26.300","0.770","985.300","-99.000","0.000","-99.000","-99.000","-99.000","26.300","","23.400",""
"C0K420","2019-07-12 07:00:00","42.000","162.000","0.600","27.500","0.830","1005.800","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","25.500",""
"C0Z180","2019-07-12 07:00:00","34.000","0.000","0.200","28.400","0.720","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","28.400","","25.300",""
"C0AD10","2019-07-12 07:00:00","27.000","248.000","1.300","29.700","0.670","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","27.300",""
"C0M720","2019-07-12 07:00:00","225.000","88.000","0.800","27.800","0.690","985.400","-99.000","1.000","-99.000","-99.000","-99.000","27.800","","24.000",""
