"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z210","2019-07-12 14:00:00","126.000","50.000","1.600","32.000","0.620","994.000","-99.000","0.000","-99.000","-99.000","-99.000","32.900","","24.100",""
"C0U770","2019-07-12 14:00:00","5.000","118.000","1.800","29.900","0.750","1005.700","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","24.300",""
"C0Z080","2019-07-12 14:00:00","298.000","10.000","1.700","32.000","0.710","975.000","-99.000","0.000","-99.000","-99.000","-99.000","37.000","","22.800",""
"C0G640","2019-07-12 14:00:00","17.000","243.000","4.900","31.500","0.730","1008.500","-99.000","0.500","-99.000","-99.000","-99.000","32.300","","26.300",""
"C0X200","2019-07-12 14:00:00","61.000","204.000","2.700","32.300","0.670","1001.600","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","24.300",""
"C0U900","2019-07-12 14:00:00","63.000","40.000","3.300","31.200","0.600","1002.400","-99.000","0.500","-99.000","-99.000","-99.000","32.700","","24.700",""
"C0Z230","2019-07-12 14:00:00","31.000","74.000","1.700","29.400","0.750","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","29.800","","26.500",""
"C0F9O0","2019-07-12 14:00:00","175.000","293.000","1.300","33.500","0.670","988.500","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","26.700",""
"C0C540","2019-07-12 14:00:00","46.000","258.000","5.100","32.900","0.610","1001.900","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.900",""
"C0G770","2019-07-12 14:00:00","15.000","257.000","1.600","32.800","0.730","1004.100","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","26.400",""
"C0V670","2019-07-12 14:00:00","20.000","187.000","2.100","31.700","0.750","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","26.400",""
"C0R220","2019-07-12 14:00:00","23.000","257.000","3.200","32.100","0.720","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","24.400",""
"C0Z220","2019-07-12 14:00:00","589.000","335.000","0.900","29.100","0.760","944.500","-99.000","0.000","-99.000","-99.000","-99.000","30.000","","22.400",""
"C0D560","2019-07-12 14:00:00","147.000","251.000","3.500","33.500","0.640","991.400","-99.000","0.000","10.000","238.000","","35.100","","25.700",""
"C0I380","2019-07-12 14:00:00","258.000","78.000","1.100","24.000","0.990","978.400","-99.000","16.000","6.400","59.000","","33.500","","24.000",""
"C0Z020","2019-07-12 14:00:00","211.000","8.000","3.500","33.100","0.580","982.600","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","24.400",""
"C0Z190","2019-07-12 14:00:00","62.000","124.000","2.400","29.700","0.880","1000.900","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","25.700",""
"C0C710","2019-07-12 14:00:00","143.000","320.000","4.700","31.800","0.620","990.300","-99.000","0.000","-99.000","-99.000","-99.000","33.800","","23.800",""
"C0D360","2019-07-12 14:00:00","523.000","61.000","0.300","29.700","0.700","948.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","22.000",""
"C0C680","2019-07-12 14:00:00","228.000","267.000","2.300","32.500","0.650","980.200","-99.000","0.000","8.500","283.000","","33.000","","25.500",""
"C0X140","2019-07-12 14:00:00","17.000","233.000","3.300","32.800","0.670","1006.000","-99.000","18.000","-99.000","-99.000","-99.000","33.400","","25.500",""
"C0V710","2019-07-12 14:00:00","34.000","218.000","2.700","31.800","0.860","1004.700","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","25.700",""
"C0G840","2019-07-12 14:00:00","32.000","264.000","1.700","34.300","0.630","1002.500","-99.000","0.000","-99.000","-99.000","-99.000","34.300","","25.900",""
"C0S890","2019-07-12 14:00:00","238.000","188.000","2.100","32.700","0.640","983.000","-99.000","0.000","-99.000","-99.000","-99.000","35.000","","24.300",""
"C0T820","2019-07-12 14:00:00","550.000","113.000","1.800","29.900","0.590","950.000","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","20.700",""
"C0F9I0","2019-07-12 14:00:00","194.000","242.000","3.700","31.400","0.710","986.100","-99.000","0.000","-99.000","-99.000","-99.000","32.200","","25.800",""
"C0C650","2019-07-12 14:00:00","208.000","250.000","1.100","32.400","0.600","983.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.700",""
"C0R600","2019-07-12 14:00:00","766.000","251.000","2.200","25.300","0.960","925.700","-99.000","0.000","-99.000","-99.000","-99.000","26.400","","22.600",""
"C0Z320","2019-07-12 14:00:00","646.000","54.000","0.800","30.000","0.640","937.800","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","19.300",""
"C0V210","2019-07-12 14:00:00","734.000","207.000","2.400","28.200","0.620","929.400","-99.000","0.000","-99.000","-99.000","-99.000","29.700","","19.800",""
"C0K240","2019-07-12 14:00:00","1132.000","295.000","4.100","22.200","0.990","890.300","-99.000","9.000","-99.000","-99.000","-99.000","28.000","","20.500",""
"C0M520","2019-07-12 14:00:00","15.000","228.000","3.800","31.600","0.710","1006.000","-99.000","12.500","-99.000","-99.000","-99.000","32.200","","24.400",""
"C0A530","2019-07-12 14:00:00","300.000","0.000","0.000","24.700","1.000","975.000","-99.000","38.000","6.000","288.000","","33.100","","22.900",""
"C0E820","2019-07-12 14:00:00","220.000","228.000","2.400","33.300","0.610","982.400","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","25.600",""
"C0K450","2019-07-12 14:00:00","35.000","243.000","5.100","32.400","0.660","1003.300","-99.000","0.500","-99.000","-99.000","-99.000","33.200","","25.400",""
"C0G760","2019-07-12 14:00:00","53.000","258.000","3.200","33.700","0.620","1003.800","-99.000","0.000","-99.000","-99.000","-99.000","33.700","","25.700",""
"CM0120","2019-07-12 14:00:00","4.000","243.000","7.900","30.300","0.740","1007.500","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","25.700",""
"C0Z290","2019-07-12 14:00:00","946.000","188.000","0.700","27.200","0.780","906.000","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","20.800",""
"C0V680","2019-07-12 14:00:00","40.000","228.000","2.900","31.900","0.650","1004.300","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0F9U0","2019-07-12 14:00:00","74.000","249.000","3.100","33.400","0.640","999.400","-99.000","0.000","-99.000","-99.000","-99.000","34.500","","27.300",""
"C0AI10","2019-07-12 14:00:00","76.000","193.000","3.100","27.400","0.860","999.100","-99.000","0.500","-99.000","-99.000","-99.000","34.900","","24.900",""
"C0V530","2019-07-12 14:00:00","34.000","230.000","4.100","32.200","0.700","1004.400","-99.000","1.000","-99.000","-99.000","-99.000","33.100","","24.900",""
"C0R550","2019-07-12 14:00:00","38.000","240.000","3.800","32.400","0.680","1005.100","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.900",""
"C0F9L0","2019-07-12 14:00:00","253.000","255.000","2.900","31.900","0.720","979.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","26.500",""
"C0R160","2019-07-12 14:00:00","45.000","233.000","2.900","33.100","0.690","1002.600","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","24.000",""
"C0F9S0","2019-07-12 14:00:00","43.000","234.000","3.100","34.000","0.560","1002.900","-99.000","0.000","8.200","205.000","","34.100","","27.000",""
"C0M820","2019-07-12 14:00:00","980.000","254.000","1.500","27.700","0.600","903.600","-99.000","0.000","6.600","290.000","","28.300","","19.300",""
"C0G870","2019-07-12 14:00:00","12.000","239.000","3.100","32.600","0.770","1007.300","-99.000","0.000","8.200","239.000","","33.000","","25.900",""
"C0R530","2019-07-12 14:00:00","16.000","236.000","3.800","30.400","0.930","1006.500","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.500",""
"C0O840","2019-07-12 14:00:00","134.000","232.000","2.500","32.400","0.730","992.200","-99.000","14.500","-99.000","-99.000","-99.000","32.600","","24.200",""
"C0A890","2019-07-12 14:00:00","40.000","0.000","0.000","29.700","0.800","1002.000","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","23.500",""
"C0A660","2019-07-12 14:00:00","97.000","41.000","1.300","28.400","0.980","996.400","-99.000","1.000","8.200","32.000","","33.100","","23.900",""
"C0T9H0","2019-07-12 14:00:00","725.000","65.000","1.800","30.600","0.680","930.000","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","22.100",""
"C0R270","2019-07-12 14:00:00","51.000","251.000","1.800","32.400","0.800","1002.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","24.700",""
"C0O980","2019-07-12 14:00:00","18.000","218.000","1.900","33.800","0.620","1007.200","-99.000","3.500","-99.000","-99.000","-99.000","34.200","","24.700",""
"C0T9I0","2019-07-12 14:00:00","152.000","69.000","3.000","31.400","0.630","991.700","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","24.500",""
"C0V760","2019-07-12 14:00:00","30.000","235.000","3.200","32.400","0.690","1006.000","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","25.600",""
"C0AG90","2019-07-12 14:00:00","25.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R570","2019-07-12 14:00:00","37.000","53.000","3.300","33.000","0.630","1003.400","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.300",""
"C0O900","2019-07-12 14:00:00","9.000","253.000","4.400","32.800","0.710","1007.500","-99.000","7.500","-99.000","-99.000","-99.000","33.400","","25.000",""
"C0AD00","2019-07-12 14:00:00","86.000","283.000","1.300","31.000","0.830","998.100","-99.000","0.000","8.600","316.000","","32.500","","26.100",""
"C0V700","2019-07-12 14:00:00","24.000","219.000","4.200","31.900","0.700","1005.200","-99.000","0.000","-99.000","-99.000","-99.000","32.400","","26.800",""
"C0AH00","2019-07-12 14:00:00","38.000","275.000","0.700","28.200","0.950","1003.900","-99.000","16.500","-99.000","-99.000","-99.000","33.900","","25.700",""
"C0X080","2019-07-12 14:00:00","2.000","215.000","3.600","32.200","0.710","1008.100","-99.000","7.000","-99.000","-99.000","-99.000","32.800","","24.700",""
"CM0150","2019-07-12 14:00:00","11.000","175.000","1.100","29.900","0.780","1006.700","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","24.900",""
"C0I480","2019-07-12 14:00:00","2165.000","25.000","0.800","16.900","0.950","789.200","-99.000","0.000","-99.000","-99.000","-99.000","21.300","","13.200",""
"C0A860","2019-07-12 14:00:00","362.000","40.000","1.800","26.300","0.900","967.800","-99.000","1.000","-99.000","-99.000","-99.000","32.800","","23.400",""
"C0I480","2019-07-12 15:00:00","2165.000","42.000","1.000","16.300","0.970","788.700","-99.000","3.500","-99.000","-99.000","-99.000","21.300","","13.200",""
"C0R280","2019-07-12 15:00:00","242.000","283.000","1.700","29.100","-99.000","980.800","-99.000","0.500","-99.000","-99.000","-99.000","29.700","","24.400",""
"C0E610","2019-07-12 15:00:00","850.000","256.000","0.400","27.700","0.760","916.400","-99.000","0.000","-99.000","-99.000","-99.000","29.100","","21.500",""
"C0V610","2019-07-12 15:00:00","22.000","219.000","4.500","30.700","1.000","1005.500","-99.000","0.000","-99.000","-99.000","-99.000","31.300","","25.400",""
"C0Z310","2019-07-12 15:00:00","59.000","212.000","1.200","28.300","0.970","1001.400","-99.000","0.000","-99.000","-99.000","-99.000","30.100","","25.200",""
"C0S700","2019-07-12 15:00:00","507.000","85.000","0.600","29.000","0.770","952.600","-99.000","0.000","-99.000","-99.000","-99.000","29.200","","21.800",""
"C0T9G0","2019-07-12 15:00:00","605.000","44.000","1.200","26.800","0.990","943.700","-99.000","0.000","-99.000","-99.000","-99.000","29.500","","23.000",""
"C0U520","2019-07-12 15:00:00","517.000","0.000","0.000","25.100","0.990","953.400","-99.000","4.000","-99.000","-99.000","-99.000","33.500","","21.900",""
"C0E750","2019-07-12 15:00:00","62.000","254.000","5.300","31.700","0.640","999.500","-99.000","0.000","10.300","233.000","","33.600","","28.200",""
"C0R400","2019-07-12 15:00:00","15.000","248.000","1.800","32.900","-99.000","1007.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","25.000",""
"C0G660","2019-07-12 15:00:00","27.000","257.000","5.600","33.100","0.680","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","34.200","","25.700",""
"C0W140","2019-07-12 15:00:00","21.000","196.000","6.100","29.500","0.840","1004.700","-99.000","0.000","11.900","192.000","","29.700","","26.300",""
"C0U720","2019-07-12 15:00:00","1260.000","20.000","3.200","24.800","0.870","885.100","-99.000","0.000","-99.000","-99.000","-99.000","27.800","","20.200",""
"C0X150","2019-07-12 15:00:00","18.000","237.000","4.000","32.400","0.700","1007.100","-99.000","18.000","-99.000","-99.000","-99.000","33.300","","25.400",""
"C0Z050","2019-07-12 15:00:00","830.000","167.000","0.300","26.400","0.810","918.900","-99.000","0.000","-99.000","-99.000","-99.000","28.100","","20.100",""
"C0I490","2019-07-12 15:00:00","1601.000","345.000","2.400","19.000","0.990","841.000","-99.000","1.000","-99.000","-99.000","-99.000","26.500","","16.400",""
"C0I090","2019-07-12 15:00:00","910.000","293.000","1.700","27.500","0.830","910.200","-99.000","0.000","-99.000","-99.000","-99.000","28.800","","21.500",""
"C0X240","2019-07-12 15:00:00","394.000","62.000","0.300","30.100","0.740","965.000","-99.000","2.000","-99.000","-99.000","-99.000","32.100","","22.700",""
"C0S990","2019-07-12 15:00:00","409.000","240.000","3.900","30.300","0.630","963.000","-99.000","0.000","-99.000","-99.000","-99.000","30.900","","25.400",""
"C0E850","2019-07-12 15:00:00","104.000","238.000","3.600","32.300","0.690","994.500","-99.000","0.000","10.300","261.000","","34.000","","24.400",""
"C0T9B0","2019-07-12 15:00:00","558.000","145.000","0.500","26.100","0.910","947.500","-99.000","0.000","-99.000","-99.000","-99.000","27.500","","23.000",""
"C0G650","2019-07-12 15:00:00","34.000","242.000","0.900","32.900","0.640","1003.000","-99.000","0.000","7.200","306.000","","35.300","","26.000",""
"C0K580","2019-07-12 15:00:00","26.000","233.000","4.000","32.300","0.660","1005.300","-99.000","1.000","-99.000","-99.000","-99.000","32.900","","25.400",""
"C0X050","2019-07-12 15:00:00","25.000","211.000","4.200","33.000","0.630","1003.700","-99.000","5.500","-99.000","-99.000","-99.000","33.800","","24.700",""
"CM0100","2019-07-12 15:00:00","25.000","227.000","3.900","31.700","0.650","1004.000","-99.000","0.000","10.600","206.000","","32.400","","26.200",""
"C0AC70","2019-07-12 15:00:00","71.000","57.000","1.000","26.500","0.960","1000.200","-99.000","24.000","7.700","74.000","","35.400","","26.500",""
"CM0130","2019-07-12 15:00:00","11.000","206.000","4.900","30.200","0.790","1007.600","-99.000","4.500","-99.000","-99.000","-99.000","30.600","","25.500",""
"C0W110","2019-07-12 15:00:00","16.000","197.000","5.400","25.300","0.820","1003.900","-99.000","0.000","11.500","181.000","","25.900","","22.100",""
"C0X120","2019-07-12 15:00:00","28.000","244.000","3.700","32.400","0.750","1004.700","-99.000","9.500","8.900","246.000","","32.900","","25.100",""
"C0R100","2019-07-12 15:00:00","1006.000","184.000","1.100","23.400","0.950","901.200","-99.000","0.000","-99.000","-99.000","-99.000","27.600","","19.000",""
"C0C700","2019-07-12 15:00:00","151.000","287.000","3.100","31.100","0.670","990.900","-99.000","0.000","9.900","295.000","","33.100","","27.100",""
"C0W130","2019-07-12 15:00:00","18.000","168.000","3.300","28.900","0.850","1004.700","-99.000","0.500","-99.000","-99.000","-99.000","29.400","","26.100",""
"C0F9R0","2019-07-12 15:00:00","20.000","272.000","5.600","31.400","0.910","1005.600","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","26.500",""
"C0V660","2019-07-12 15:00:00","25.000","239.000","2.900","32.200","0.720","1006.200","-99.000","0.000","-99.000","-99.000","-99.000","32.600","","25.500",""
"C0G780","2019-07-12 15:00:00","27.000","268.000","5.600","32.000","0.710","1003.900","-99.000","0.000","-99.000","-99.000","-99.000","33.300","","26.500",""
"C0C590","2019-07-12 15:00:00","72.000","242.000","2.700","32.000","0.680","998.300","-99.000","0.000","9.400","225.000","","32.600","","25.400",""
"C0I520","2019-07-12 15:00:00","3860.000","-99.000","-99.000","8.500","0.930","643.900","-99.000","-99.000","-99.000","-99.000","-99.000","11.000","","4.800",""
"C0E530","2019-07-12 15:00:00","341.000","241.000","2.700","29.600","0.760","969.200","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","25.000",""
"C0M790","2019-07-12 15:00:00","15.000","242.000","4.400","31.600","0.670","1004.700","-99.000","1.500","-99.000","-99.000","-99.000","32.900","","25.100",""
"C0R130","2019-07-12 15:00:00","1040.000","260.000","1.700","22.900","0.990","895.100","-99.000","3.000","-99.000","-99.000","-99.000","27.200","","19.600",""
"C0AH30","2019-07-12 15:00:00","755.000","87.000","2.000","22.500","0.960","925.000","-99.000","2.000","-99.000","-99.000","-99.000","29.500","","22.300",""
"C0X170","2019-07-12 15:00:00","50.000","258.000","3.300","32.900","0.650","1001.700","-99.000","1.000","-99.000","-99.000","-99.000","34.100","","25.400",""
"C0K291","2019-07-12 15:00:00","8.000","220.000","4.500","30.900","0.740","1007.000","-99.000","3.000","-99.000","-99.000","-99.000","31.700","","25.000",""
"C0D480","2019-07-12 15:00:00","223.000","0.000","0.000","30.800","0.710","981.400","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","23.400",""
"C0F0C0","2019-07-12 15:00:00","983.000","181.000","3.000","27.200","0.820","901.200","-99.000","0.000","-99.000","-99.000","-99.000","28.000","","20.200",""
"C0U860","2019-07-12 15:00:00","5.000","64.000","3.400","31.200","0.730","1006.900","-99.000","0.000","-99.000","-99.000","-99.000","34.800","","25.400",""
"C0UA50","2019-07-12 15:00:00","808.000","303.000","2.800","26.500","0.920","920.600","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","21.200",""
"C0T960","2019-07-12 15:00:00","120.000","17.000","1.700","31.700","0.680","994.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","23.600",""
"C0SA80","2019-07-12 15:00:00","136.000","88.000","1.500","31.600","0.620","991.300","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","23.000",""
"C0E780","2019-07-12 15:00:00","160.000","286.000","1.800","32.300","0.670","988.700","-99.000","1.500","7.000","276.000","","33.800","","26.900",""
"C0F9Q0","2019-07-12 15:00:00","149.000","254.000","4.500","32.100","0.750","990.100","-99.000","0.000","10.700","270.000","","32.700","","26.500",""
"C0F9X0","2019-07-12 15:00:00","166.000","258.000","4.200","30.600","0.720","990.100","-99.000","0.000","11.500","268.000","","31.300","","25.700",""
"C0F0D0","2019-07-12 15:00:00","3171.000","164.000","2.400","14.100","0.830","699.200","-99.000","0.000","-99.000","-99.000","-99.000","18.900","","8.200",""
"C0S730","2019-07-12 15:00:00","110.000","244.000","4.700","30.300","0.740","994.500","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.300",""
"C0T790","2019-07-12 15:00:00","2830.000","255.000","0.700","17.200","0.700","728.100","-99.000","0.000","-99.000","-99.000","-99.000","21.500","","10.300",""
"C0M830","2019-07-12 15:00:00","540.000","189.000","1.900","29.000","0.810","949.900","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","21.900",""
"C0G850","2019-07-12 15:00:00","62.000","236.000","4.800","33.000","1.000","999.500","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","26.400",""
"C0M780","2019-07-12 15:00:00","30.000","275.000","5.800","31.400","0.730","1004.500","-99.000","25.500","-99.000","-99.000","-99.000","32.800","","24.400",""
"C0V360","2019-07-12 15:00:00","94.000","227.000","2.400","32.400","0.630","997.500","-99.000","0.000","-99.000","-99.000","-99.000","33.500","","23.500",""
"C0K510","2019-07-12 15:00:00","10.000","224.000","4.300","-99.000","0.730","1005.700","-99.000","5.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R380","2019-07-12 15:00:00","2.000","225.000","1.000","32.600","-99.000","1008.600","-99.000","0.000","-99.000","-99.000","-99.000","33.600","","24.300",""
"C0D650","2019-07-12 15:00:00","97.000","249.000","4.000","30.900","0.710","996.100","-99.000","0.000","11.200","255.000","","32.500","","27.000",""
"C0V630","2019-07-12 15:00:00","19.000","228.000","2.800","31.400","0.750","1008.400","-99.000","18.000","-99.000","-99.000","-99.000","31.800","","24.900",""
"C0U910","2019-07-12 15:00:00","17.000","66.000","2.300","30.400","0.680","1006.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","25.500",""
"C0U600","2019-07-12 15:00:00","10.000","359.000","0.500","30.300","0.680","1006.400","-99.000","0.000","-99.000","-99.000","-99.000","33.400","","24.800",""
"C0G820","2019-07-12 15:00:00","29.000","261.000","3.300","32.900","0.730","1003.100","-99.000","0.000","8.900","256.000","","34.200","","25.900",""
"C0R590","2019-07-12 15:00:00","72.000","255.000","3.700","32.800","0.630","999.800","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.400",""
"C0A9E0","2019-07-12 15:00:00","26.000","136.000","0.700","26.900","0.900","1005.600","-99.000","6.500","-99.000","-99.000","-99.000","35.200","","26.900",""
"C0R480","2019-07-12 15:00:00","57.000","214.000","2.300","33.000","0.650","1001.500","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.400",""
"C0X300","2019-07-12 15:00:00","70.000","243.000","1.900","32.500","0.670","999.300","-99.000","5.000","7.400","288.000","","33.500","","24.400",""
"C0U970","2019-07-12 15:00:00","7.000","55.000","2.300","30.100","0.740","1007.500","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","25.600",""
"C0M750","2019-07-12 15:00:00","10.000","232.000","2.400","30.900","0.770","1006.700","-99.000","11.500","8.900","240.000","","32.000","","24.700",""
"C0I110","2019-07-12 15:00:00","161.000","266.000","2.100","31.500","0.990","989.500","-99.000","0.000","9.500","271.000","","34.100","","24.800",""
"C0V370","2019-07-12 15:00:00","74.000","254.000","1.400","32.200","0.720","1000.100","-99.000","0.000","-99.000","-99.000","-99.000","33.100","","24.100",""
"C0C690","2019-07-12 15:00:00","242.000","136.000","1.200","27.200","0.770","980.000","-99.000","0.000","7.000","308.000","","33.300","","25.500",""
"C0A540","2019-07-12 15:00:00","401.000","0.000","0.100","23.600","0.980","959.900","-99.000","21.500","-99.000","-99.000","-99.000","30.800","","21.900",""
"C0R360","2019-07-12 15:00:00","20.000","261.000","3.000","30.500","-99.000","1006.800","-99.000","0.000","-99.000","-99.000","-99.000","31.600","","26.200",""
"C0O960","2019-07-12 15:00:00","112.000","234.000","2.500","30.500","0.730","995.300","-99.000","0.500","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0AH10","2019-07-12 15:00:00","30.000","122.000","0.500","26.900","0.950","1003.700","-99.000","24.000","8.900","119.000","","35.500","","26.900",""
"C0X210","2019-07-12 15:00:00","38.000","240.000","4.000","32.700","0.620","1001.600","-99.000","6.500","-99.000","-99.000","-99.000","33.500","","24.600",""
"C0D430","2019-07-12 15:00:00","87.000","206.000","1.300","32.900","0.680","995.600","-99.000","0.000","-99.000","-99.000","-99.000","35.300","","23.600",""
"C0AD30","2019-07-12 15:00:00","20.000","130.000","2.800","28.000","0.810","1004.200","-99.000","0.000","8.800","103.000","","35.000","","27.700",""
"C0R240","2019-07-12 15:00:00","87.000","235.000","2.000","32.400","0.660","998.400","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","24.000",""
"C0U960","2019-07-12 15:00:00","1885.000","5.000","2.600","18.500","0.960","812.500","-99.000","0.500","-99.000","-99.000","-99.000","22.500","","13.600",""
"C0T9E0","2019-07-12 15:00:00","415.000","0.000","0.000","29.400","0.700","962.600","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","22.500",""
"C0D550","2019-07-12 15:00:00","1956.000","328.000","0.400","23.500","0.760","810.300","-99.000","0.000","-99.000","-99.000","-99.000","24.100","","16.000",""
"C0C630","2019-07-12 15:00:00","209.000","306.000","3.500","30.700","0.700","984.000","-99.000","0.000","9.700","302.000","","32.500","","25.500",""
"C0U940","2019-07-12 15:00:00","25.000","39.000","1.500","30.600","0.650","1005.900","-99.000","0.000","-99.000","-99.000","-99.000","34.400","","24.700",""
"C0S970","2019-07-12 15:00:00","19.000","85.000","3.000","30.700","0.720","1004.800","-99.000","0.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0V260","2019-07-12 15:00:00","126.000","258.000","3.500","35.500","0.590","994.000","-99.000","0.000","-99.000","-99.000","-99.000","36.300","","24.200",""
"C0H990","2019-07-12 15:00:00","3076.000","217.000","2.800","11.900","0.980","707.300","-99.000","0.000","-99.000","-99.000","-99.000","15.300","","8.600",""
"C0F9K0","2019-07-12 15:00:00","30.000","248.000","3.800","31.300","0.730","1002.400","-99.000","0.000","-99.000","-99.000","-99.000","32.300","","27.200",""
"C0AH90","2019-07-12 15:00:00","660.000","0.000","0.000","24.300","0.970","937.900","-99.000","16.000","-99.000","-99.000","-99.000","30.800","","19.200",""
"C0W150","2019-07-12 15:00:00","42.000","215.000","5.100","30.700","0.820","1002.400","-99.000","0.000","11.400","207.000","","31.000","","26.500",""
"C0F000","2019-07-12 15:00:00","273.000","257.000","2.000","30.700","0.920","976.100","-99.000","0.000","7.100","236.000","","31.300","","24.600",""
"C0K410","2019-07-12 15:00:00","20.000","234.000","6.500","31.100","0.730","1004.300","-99.000","5.000","-99.000","-99.000","-99.000","32.000","","25.000",""
"C0V800","2019-07-12 15:00:00","256.000","273.000","1.600","31.700","0.650","977.800","-99.000","0.000","-99.000","-99.000","-99.000","33.200","","23.000",""
"C0S830","2019-07-12 15:00:00","288.000","132.000","0.700","29.700","0.740","976.700","-99.000","0.000","-99.000","-99.000","-99.000","33.900","","25.000",""
"C0S920","2019-07-12 15:00:00","98.000","134.000","1.700","32.100","0.630","991.200","-99.000","0.000","-99.000","-99.000","-99.000","32.800","","23.500",""
"C0V640","2019-07-12 15:00:00","35.000","219.000","3.700","31.400","0.750","1004.200","-99.000","1.500","-99.000","-99.000","-99.000","32.200","","25.600",""
"C0AH80","2019-07-12 15:00:00","68.000","191.000","1.100","26.300","0.960","1000.400","-99.000","35.500","-99.000","-99.000","-99.000","34.800","","24.100",""
"C0K250","2019-07-12 15:00:00","12.000","244.000","5.100","32.800","0.700","1006.000","-99.000","0.500","-99.000","-99.000","-99.000","34.000","","24.800",""
"C0I410","2019-07-12 15:00:00","180.000","300.000","2.800","31.500","0.670","986.900","-99.000","0.000","-99.000","-99.000","-99.000","34.000","","24.800",""
"C0M410","2019-07-12 15:00:00","245.000","348.000","1.500","26.800","1.000","977.000","-99.000","1.500","8.500","153.000","","32.600","","23.000",""
"C0F9Z0","2019-07-12 15:00:00","3193.000","356.000","1.200","14.100","0.860","697.700","-99.000","0.000","-99.000","-99.000","-99.000","16.200","","8.600",""
"C0U650","2019-07-12 15:00:00","442.000","2.000","2.700","25.100","0.910","959.500","-99.000","5.000","-99.000","-99.000","-99.000","33.300","","24.300",""
"C0A860","2019-07-12 15:00:00","362.000","251.000","0.700","23.900","0.970","968.100","-99.000","26.500","7.100","157.000","","32.800","","23.400",""
"C0D660","2019-07-12 15:00:00","65.000","264.000","6.200","30.800","0.730","999.300","-99.000","0.000","13.600","270.000","","32.600","","27.100",""
"C0E540","2019-07-12 15:00:00","32.000","236.000","2.800","31.800","0.700","1003.500","-99.000","0.000","7.900","283.000","","32.900","","27.000",""
"C0W170","2019-07-12 15:00:00","42.000","179.000","4.200","28.000","0.850","999.500","-99.000","0.000","12.500","175.000","","28.300","","25.100",""
"C0Z150","2019-07-12 15:00:00","27.000","61.000","4.200","29.700","0.800","1005.000","-99.000","0.000","-99.000","-99.000","-99.000","30.200","","25.200",""
"C0S840","2019-07-12 15:00:00","22.000","239.000","2.100","33.100","0.590","1006.400","-99.000","0.000","8.400","233.000","","33.200","","24.700",""
